county,state,Lat,Long_,Confirmed,Deaths
Candler,Georgia,32.40209349,-82.07702563,320,12
Upshur,Texas,32.73706798,-94.93999853,319,6
Maui,Hawaii,20.86399628,-156.5689097,318,7
Polk,Tennessee,35.12245443,-84.52075859,318,10
Warren,New York,43.56173026,-73.8433699,318,33
Wise,Virginia,36.9746148,-82.62410519,318,5
Campbell,Tennessee,36.40355516,-84.1510856,316,2
Butler,Kentucky,37.20946153,-86.68748787,315,16
Chaffee,Colorado,38.74745778,-106.1926573,315,19
Franklin,Illinois,37.99189086,-88.92567818,315,1
Choctaw,Alabama,32.02227341,-88.2656443,314,12
Lake,California,39.10124298,-122.7536244,314,3
Marion,Tennessee,35.12997174,-85.62265895,314,6
Martinsville,Virginia,36.68212094,-79.86352771,314,5
Pemiscot,Missouri,36.2130572,-89.78742322,314,9
Terrell,Georgia,31.77527543,-84.44069698,314,31
Quitman,Mississippi,34.25157572,-90.28908,313,3
Henry,Alabama,31.51148016,-85.24267944,312,3
Vermilion,Illinois,40.18417171,-87.73384359,312,3
Beltrami,Minnesota,47.97373527,-94.93732139,311,1
Knox,Indiana,38.68861576,-87.4194665,311,3
Steuben,New York,42.2689144,-77.3829924,311,42
West Carroll,Louisiana,32.78550125,-91.461201,311,9
DeKalb,Indiana,41.39804622,-84.99906934,310,4
Fulton,New York,43.11363907,-74.41798804,310,24
Lyon,Nevada,39.01777974,-119.1870479,310,6
Red River,Louisiana,32.09530039,-93.34213308,310,20
Jasper,Indiana,41.02078733,-87.11553319,309,2
Miami,Indiana,40.76940965,-86.04525048,309,2
Panola,Texas,32.1639596,-94.30552481,309,20
Randolph,Georgia,31.76622818,-84.75732369,308,27
Campbell,Virginia,37.20553386,-79.09678609,307,3
Haralson,Georgia,33.79602175,-85.21005667,307,7
Luna,New Mexico,32.18179341,-107.7508826,307,5
Gibson,Indiana,38.30393723,-87.58054938,306,4
Greene,New York,42.275797,-74.12384884,306,18
Scott,Indiana,38.68672078,-85.74627859,306,10
Warren,Missouri,38.76529479,-91.16124662,306,0
Yauco,Puerto Rico,18.080374,-66.858814,306,0
Orleans,New York,43.2516977,-78.2320066,305,54
Custer,Oklahoma,35.63853802,-99.00170785,304,0
Fayette,Indiana,39.63684962,-85.17797541,304,8
Johnson,Georgia,32.70211082,-82.66166794,304,13
Dodge,Georgia,32.17265114,-83.16948926,303,5
Mason,Washington,47.35007586,-123.1863685,303,1
Northampton,Virginia,37.34062933,-75.87751591,303,29
Person,North Carolina,36.38989032,-78.97217358,302,3
Seminole,Oklahoma,35.16478725,-96.61686741,302,5
Armstrong,Pennsylvania,40.81665618,-79.46290811,301,9
Boone,Arkansas,36.3084504,-93.09374925,301,1
Cooke,Texas,33.63979567,-97.21240912,300,4
Brantley,Georgia,31.19576557,-81.97743999,299,8
Callaway,Missouri,38.83674754,-91.92186505,299,2
Hillsdale,Michigan,41.88753639,-84.59312019,299,26
Pike,Kentucky,37.47088263,-82.39487445,299,3
Stone,Mississippi,30.79187949,-89.11547539,299,9
Aguadilla,Puerto Rico,18.459681,-67.120815,298,0
Drew,Arkansas,33.59035001,-91.71777921,298,4
Wood,West Virginia,39.20967886,-81.5162836,298,5
Cass,Illinois,39.96991073,-90.24734436,297,11
Jefferson Davis,Mississippi,31.56884708,-89.8267099,296,8
Owyhee,Idaho,42.58016894,-116.1693871,296,5
Randolph,Arkansas,36.3415714,-91.02455531,296,12
Kay,Oklahoma,36.81799745,-97.14421435,295,12
Salinas,Puerto Rico,18.010387,-66.256592,295,0
Sweetwater,Wyoming,41.65943896,-108.8827882,295,0
Ellis,Kansas,38.91458712,-99.31751551,294,1
Herkimer,New York,43.42034246,-74.96145307,294,4
Jenkins,Georgia,32.79248718,-81.96040187,294,24
Muskingum,Ohio,39.96575964,-81.94363275,294,1
Putnam,Ohio,41.02094889,-84.1336111,294,17
Crow Wing,Minnesota,46.48096553,-94.06755609,293,16
Franklin,Iowa,42.73270384,-93.26256925,292,16
Genesee,New York,43.0022601,-78.19135193,292,5
Webster,Mississippi,33.61300486,-89.28392912,292,13
Ionia,Michigan,42.94502238,-85.07413319,291,7
Carroll,Mississippi,33.44834567,-89.91994479,290,11
Newaygo,Michigan,43.554374,-85.80070107,290,0
Camp,Texas,32.97195142,-94.97790104,289,8
Chisago,Minnesota,45.5021011,-92.90861945,289,1
Gunnison,Colorado,38.66611652,-107.0320729,289,7
Uinta,Wyoming,41.2878183,-110.5475782,289,0
Columbia,Arkansas,33.21230701,-93.22642793,288,14
Ohio,West Virginia,40.0955451,-80.62203992,288,5
Pecos,Texas,30.78097267,-102.7241261,288,3
Iroquois,Illinois,40.74717633,-87.82466784,287,18
Madison,Arkansas,36.01038185,-93.72524943,287,2
Mercer,West Virginia,37.40481169,-81.11023142,287,22
Oswego,New York,43.42778894,-76.14635194,287,3
Perry,Mississippi,31.17161885,-88.99281835,287,9
Warren,North Carolina,36.39728256,-78.10652228,287,6
Humacao,Puerto Rico,18.145211,-65.810174,286,0
Allendale,South Carolina,32.98837386,-81.35321066,285,6
Decatur,Tennessee,35.60048904,-88.11043779,285,4
Greene,Mississippi,31.21444233,-88.63922281,285,14
Harvey,Kansas,38.04293782,-97.42747573,285,4
Dooly,Georgia,32.15630737,-83.79746561,284,14
Stoddard,Missouri,36.85571651,-89.9444155,284,9
Lincoln,Oklahoma,35.70270942,-96.8812462,283,8
Perry,Illinois,38.08510853,-89.36856219,283,8
Wilkinson,Georgia,32.80291082,-83.17140684,283,14
Bremer,Iowa,42.77461496,-92.31795937,282,7
Catano,Puerto Rico,18.437269,-66.143306,281,0
Logan,Oklahoma,35.91899576,-97.44352845,281,1
Pierce,Wisconsin,44.71850291,-92.4224416,281,5
Brunswick,Virginia,36.76366949,-77.8593436,279,2
Franklin City,Virginia,36.6831435,-76.93859681,279,6
Perry,Kentucky,37.25023553,-83.22922731,279,7
Seminole,Georgia,30.93464824,-84.86823924,279,8
Wayne,New York,43.15494365,-77.02976528,279,5
Hamilton,Iowa,42.38382428,-93.70197703,278,2
Harlan,Kentucky,36.85699301,-83.21899516,278,6
Natrona,Wyoming,42.96180148,-106.797885,278,0
Wayne,Tennessee,35.23868267,-87.78644456,278,2
Burleson,Texas,30.49273808,-96.62158484,277,6
Clinch,Georgia,30.91395822,-82.70432472,277,4
Screven,Georgia,32.74976524,-81.60779441,277,9
Fayette,Alabama,33.72076938,-87.73886638,276,6
Turner,Georgia,31.71612656,-83.62069378,276,19
Amador,California,38.44583082,-120.65696,275,14
Bradley,Arkansas,33.46755808,-92.15980837,275,5
Laclede,Missouri,37.65896829,-92.5888493,275,1
Polk,Missouri,37.6162296,-93.39828174,275,0
Sullivan,Indiana,39.08952258,-87.41414469,275,7
Caldwell,Louisiana,32.0902519,-92.11752148,274,3
Dinwiddie,Virginia,37.07544585,-77.63451754,274,8
Elmore,Idaho,43.3507101,-115.4701578,274,3
Greene,Alabama,32.85504247,-87.95684022,274,14
Little River,Arkansas,33.70375665,-94.23468591,274,14
Monroe,Wisconsin,43.94641218,-90.618819,274,2
Nez Perce,Idaho,46.32638236,-116.7500975,274,19
Wilkinson,Mississippi,31.16078225,-91.31018819,274,17
Amherst,Virginia,37.60308293,-79.14548696,273,1
Arkansas,Arkansas,34.29145151,-91.37277296,273,2
Lamb,Texas,34.06859623,-102.3516289,273,19
Oglethorpe,Georgia,33.8786296,-83.08278123,272,9
San Sebastian,Puerto Rico,18.328646,-66.971214,272,0
Pike,Georgia,33.09310242,-84.38790389,271,8
Amite,Mississippi,31.17467303,-90.80501621,270,7
Franklin,Indiana,39.4142482,-85.06062647,270,24
St. Lawrence,New York,44.4976179,-75.06550039,269,4
Cabo Rojo,Puerto Rico,18.040993,-67.154391,268,0
Island,Washington,48.14713305,-122.5216407,268,11
Rabun,Georgia,34.88389445,-83.40304637,268,5
Orocovis,Puerto Rico,18.215046,-66.433604,267,0
Howard,Texas,32.30621324,-101.4356444,266,8
Kemper,Mississippi,32.75462946,-88.64105766,266,15
Lamar,Alabama,33.77995024,-88.09668032,266,2
Washington,New York,43.31153794,-73.43043448,266,14
Lincoln,Nebraska,41.04658298,-100.7475374,265,2
Jefferson,Ohio,40.38614126,-80.76259514,264,4
Jersey,Illinois,39.08869046,-90.35393073,264,3
Grainger,Tennessee,36.27469206,-83.51254721,263,1
Otter Tail,Minnesota,46.40846929,-95.70835255,263,4
Washington,Idaho,44.45275475,-116.7847688,263,4
Cascade,Montana,47.30797024,-111.3467922,262,5
Green,Wisconsin,42.6794956,-89.60243287,261,1
Jennings,Indiana,38.99588883,-85.62710784,261,12
Stone,Missouri,36.75000327,-93.45256475,261,2
Harrison,West Virginia,39.2853852,-80.37919577,260,1
Kent,Maryland,39.24976208,-76.04741541,260,23
Marion,Illinois,38.64963204,-88.91899208,259,0
Zavala,Texas,28.86617238,-99.76050829,259,10
Cross,Arkansas,35.29631396,-90.77185818,258,5
Garvin,Oklahoma,34.70418038,-97.30811132,258,4
Barton,Kansas,38.47889676,-98.75636726,257,4
Putnam,West Virginia,38.50782345,-81.9082131,257,0
Las Piedras,Puerto Rico,18.187527,-65.869468,256,0
Adair,Kentucky,37.10459774,-85.28129668,255,19
Hockley,Texas,33.60771256,-102.3431676,255,5
Susquehanna,Pennsylvania,41.82147784,-75.80071959,255,27
Woodford,Illinois,40.78579374,-89.20973757,255,3
Orange,Virginia,38.24530219,-78.015604,254,3
Refugio,Texas,28.3238976,-97.15766311,254,10
Steuben,Indiana,41.64423868,-85.00101094,254,3
Cleburne,Arkansas,35.53864922,-92.02640019,253,6
Franklin,Kansas,38.56443815,-95.28644341,253,2
Hawaii,Hawaii,19.60121157,-155.5210167,253,0
Caroline,Virginia,38.02679129,-77.34901405,252,5
Radford,Virginia,37.12222899,-80.5602732,252,0
Cayey,Puerto Rico,18.102851,-66.14914,251,0
Carroll,Indiana,40.5807832,-86.56198812,250,12
Cass,Nebraska,40.90899107,-96.13971217,250,2
Audrain,Missouri,39.215877,-91.84242683,249,1
Cass,Texas,33.07499881,-94.34646905,249,9
Goodhue,Minnesota,44.40849741,-92.7234195,249,9
Tompkins,New York,42.44945765,-76.47229843,249,0
Allen,Kentucky,36.75197631,-86.19457544,248,9
San Lorenzo,Puerto Rico,18.147987,-65.976392,248,0
Cowley,Kansas,37.23781842,-96.83776647,247,3
Juana Diaz,Puerto Rico,18.050764,-66.494581,247,0
Lanier,Georgia,31.0382857,-83.06472457,247,5
Logan,Illinois,40.12581572,-89.36638784,247,1
Meade,South Dakota,44.56676791,-102.7162741,247,1
Robertson,Texas,31.02539637,-96.51272246,247,4
Sharkey,Mississippi,32.88149103,-90.8159538,247,8
Zapata,Texas,27.00156391,-99.16987152,247,4
Kingfisher,Oklahoma,35.94530008,-97.94193268,246,1
Grayson,Kentucky,37.46231118,-86.34248968,245,11
Lawrence,Arkansas,36.04188196,-91.10867198,245,10
Moca,Puerto Rico,18.377805,-67.080952,245,0
Shawano,Wisconsin,44.78902246,-88.76443896,245,0
Douglas,Wisconsin,46.43222285,-91.91595768,244,0
Gaines,Texas,32.74055318,-102.6353295,244,6
Stephens,Oklahoma,34.48556989,-97.85141892,244,4
Union,South Dakota,42.83112163,-96.6557828,244,4
Codington,South Dakota,44.97788119,-97.18827677,243,1
Montgomery,Illinois,39.23198845,-89.47809254,243,8
Champaign,Ohio,40.13923427,-83.76875242,242,2
Gray,Texas,35.40081878,-100.8129222,241,4
Ripley,Indiana,39.10235626,-85.26212744,241,8
Smyth,Virginia,36.84455636,-81.53344948,241,3
Warren,Illinois,40.84925021,-90.6147432,241,1
Hopkins,Texas,33.14875072,-95.56351139,240,7
Waseca,Minnesota,44.02211116,-93.58720034,240,2
Dare,North Carolina,35.66520691,-75.71767334,239,2
Louisa,Virginia,37.97850256,-77.96274807,239,2
Marquette,Michigan,46.4338914,-87.64043701,239,11
Botetourt,Virginia,37.55531756,-79.80982182,238,8
Casey,Kentucky,37.32533118,-84.92726209,238,11
Knox,Ohio,40.39830217,-82.42027563,238,13
Wayne,West Virginia,38.14901357,-82.42287994,238,9
Alamosa,Colorado,37.57250606,-105.7885451,237,9
Benton,Tennessee,36.07110411,-88.06849355,236,4
Clark,Kentucky,37.9689263,-84.14615986,236,8
Clark,Wisconsin,44.73483377,-90.61207486,236,8
Clay,Iowa,43.08247182,-95.15096481,236,2
Caswell,North Carolina,36.39312665,-79.33353281,235,2
Cidra,Puerto Rico,18.173559,-66.161179,235,0
Douglas,Nevada,38.912862,-119.6171333,235,1
Henry,Iowa,40.98767962,-91.54436349,235,4
McIntosh,Georgia,31.49683595,-81.40163426,235,4
Duval,Texas,27.68184592,-98.50864568,234,10
Lares,Puerto Rico,18.269035,-66.867236,234,0
Menominee,Michigan,45.58038692,-87.55370409,234,0
Choctaw,Oklahoma,34.02807439,-95.54771129,233,1
La Plata,Colorado,37.28632032,-107.8429014,233,2
Whitman,Washington,46.90022523,-117.5241763,233,0
Clinton,Ohio,39.41485808,-83.80852286,232,10
Desha,Arkansas,33.83011025,-91.25500948,232,5
Pontotoc,Oklahoma,34.72959848,-96.68337199,232,2
Clarke,Iowa,41.02868181,-93.78499767,231,3
Echols,Georgia,30.71101099,-82.89687287,231,2
McIntosh,Oklahoma,35.37235506,-95.66599306,231,4
Clay,South Dakota,42.91296147,-96.97656917,230,1
Klamath,Oregon,42.68762984,-121.6496461,230,2
Orange,Indiana,38.5411892,-86.49523093,230,24
Madison,Idaho,43.78141028,-111.6538474,229,0
Transylvania,North Carolina,35.20383864,-82.79638423,228,2
Calhoun,Georgia,31.53169785,-84.62725131,227,7
Logan,Ohio,40.38996525,-83.76784341,227,2
Montgomery,Kansas,37.19236568,-95.74329258,227,5
Lee,Illinois,41.74583951,-89.29977132,226,1
Washington,Ohio,39.45690571,-81.49121382,226,23
Cherokee,Kansas,37.16928494,-94.8462897,225,1
Juncos,Puerto Rico,18.223793,-65.909109,225,0
Latah,Idaho,46.81587887,-116.7113698,225,0
Boyd,Kentucky,38.36176608,-82.68652187,224,4
Brookings,South Dakota,44.36974375,-96.79079945,224,1
Chenango,New York,42.49430041,-75.60887553,224,7
Mingo,West Virginia,37.73048351,-82.13338365,224,5
Washington,Missouri,37.96130078,-90.87948158,224,1
Calaveras,California,38.20537103,-120.552913,223,2
Fluvanna,Virginia,37.84157909,-78.27715475,223,9
Hood River,Oregon,45.51872811,-121.6552036,223,0
Lafayette,Missouri,39.06986886,-93.78076396,223,2
Martin,Minnesota,43.67429718,-94.55099908,223,6
Penobscot,Maine,45.40194593,-68.65020455,223,6
Westmoreland,Virginia,38.11021557,-76.80213247,223,3
Clark,Arkansas,34.04613432,-93.17484713,222,3
Miller,Missouri,38.21450288,-92.42610898,222,1
Morrow,Ohio,40.5236356,-82.7892599,222,2
Castro,Texas,34.53016752,-102.2617243,221,4
Grays Harbor,Washington,47.14003705,-123.7820567,221,6
Hardin,Iowa,42.38353877,-93.23654611,221,1
Mississippi,Missouri,36.82516239,-89.29505753,221,0
Perry,Ohio,39.73508655,-82.23804971,221,6
Randolph,West Virginia,38.769899,-79.87919615,221,0
Wilcox,Georgia,31.97496928,-83.43438555,220,20
Adair,Missouri,40.19058551,-92.60078167,219,0
Emporia,Virginia,36.69455571,-77.53406129,219,15
Colonial Heights,Virginia,37.26420587,-77.39609676,218,22
Howell,Missouri,36.77383887,-91.88683935,218,3
Otero,New Mexico,32.61348406,-105.7417604,218,11
Polk,Arkansas,34.48254879,-94.22728802,218,4
Thurston,Nebraska,42.15725356,-96.54157099,218,4
Emmet,Iowa,43.37782951,-94.67858943,217,7
Jefferson,Mississippi,31.73397872,-91.03764977,217,8
Montcalm,Michigan,43.31082541,-85.15252824,217,3
Polk,North Carolina,35.27820615,-82.16812354,217,6
Union,Tennessee,36.28590426,-83.83651902,217,1
Unicoi,Tennessee,36.10890856,-82.43709629,216,1
Wilkes,Georgia,33.78290391,-82.74286107,216,3
Clearfield,Pennsylvania,41.00110782,-78.47592663,215,1
Cooper,Missouri,38.844478,-92.80896081,215,0
Fayette,West Virginia,38.02974928,-81.08286634,215,10
Gooding,Idaho,42.96927962,-114.8108306,215,1
Clay,Indiana,39.39561833,-87.11723506,214,5
Coshocton,Ohio,40.30096166,-81.91729018,214,9
Guayama,Puerto Rico,18.007516,-66.133908,214,0
Young,Texas,33.17659707,-98.68790885,214,6
Goochland,Virginia,37.71714806,-77.90381514,213,7
Patrick,Virginia,36.6801638,-80.2865648,213,11
Waynesboro,Virginia,38.06451466,-78.90293905,213,3
Hardin,Ohio,40.66015414,-83.65929931,212,13
Marion,West Virginia,39.50984542,-80.24244659,212,2
Shelby,Iowa,41.6850066,-95.31015553,212,1
Barry,Michigan,42.59513984,-85.30834519,210,2
Benson,North Dakota,48.0683985,-99.35916363,209,3
Bosque,Texas,31.89978581,-97.63613524,209,5
Comanche,Texas,31.94854689,-98.55876441,209,3
Floyd,Iowa,43.0600053,-92.78940097,209,3
Irwin,Georgia,31.60213036,-83.27501387,209,4
Saunders,Nebraska,41.2278103,-96.63773905,209,2
Mahaska,Iowa,41.33521503,-92.64083907,208,18
Benton,Oregon,44.49167306,-123.4316987,207,6
Bonner,Idaho,48.29996017,-116.6017932,207,0
Geary,Kansas,38.99871131,-96.7577178,207,2
Henry,Ohio,41.3339642,-84.06830637,207,3
Hughes,Oklahoma,35.04912569,-96.24921145,207,3
McPherson,Kansas,38.39184858,-97.64769869,207,1
Montgomery,Georgia,32.17201038,-82.53527476,207,2
Dallam,Texas,36.27787176,-102.6020725,206,7
Gem,Idaho,44.06482372,-116.398376,206,2
Posey,Indiana,38.02097333,-87.86480429,206,0
Salem,Virginia,37.2836193,-80.06219455,206,3
Tioga,New York,42.16852837,-76.30835812,206,25
Wasco,Oregon,45.16292781,-121.1670954,206,3
Washington,Indiana,38.60219804,-86.1049363,205,1
Cameron,Louisiana,29.87592238,-93.19310676,204,1
Clallam,Washington,48.04754642,-123.9226319,204,1
Florida,Puerto Rico,18.373715,-66.560488,204,0
Jackson,Tennessee,36.36380466,-85.67239905,203,1
Jefferson,Indiana,38.78576239,-85.43633383,203,3
Macon,Georgia,32.35207048,-84.04234127,203,10
Oneida,Wisconsin,45.70677897,-89.51944105,203,0
Pawnee,Oklahoma,36.31743373,-96.7033176,203,3
TriCounty,Utah,40.12491499,-109.5174415,203,1
Aguada,Puerto Rico,18.360255,-67.175131,202,0
Defiance,Ohio,41.32398837,-84.49076944,202,5
Douglas,Illinois,39.76768052,-88.21854195,202,4
Jackson,Kentucky,37.41866422,-83.99825483,202,15
Miller,Georgia,31.16568912,-84.73151117,202,0
Simpson,Kentucky,36.74058474,-86.58047435,202,7
Wells,Indiana,40.72934187,-85.22132966,202,2
Clay,Kentucky,37.16451126,-83.712575,201,6
Crawford,Pennsylvania,41.68447709,-80.10760592,201,2
Fulton,Indiana,41.0469907,-86.26252745,201,2
Webster,Missouri,37.2813734,-92.876329,201,1
Woodford,Kentucky,38.04178222,-84.7417556,201,0
Boyle,Kentucky,37.62680923,-84.8633779,200,0
Dawson,Texas,32.74255572,-101.9477242,200,8
Halifax,Virginia,36.76654925,-78.93512622,200,2
King George,Virginia,38.26818502,-77.15852768,200,4
Wabash,Indiana,40.84704239,-85.79328272,200,5
Whitley,Indiana,41.13863784,-85.50791236,200,6
Bailey,Texas,34.06854817,-102.8299707,199,4
Brooks,Texas,27.03103197,-98.21808402,199,16
Chowan,North Carolina,36.12908077,-76.60118385,199,2
Coamo,Puerto Rico,18.097597,-66.36014,199,0
Lake,Montana,47.64514965,-114.0898013,199,1
San Jacinto,Texas,30.57933681,-95.16260304,199,8
Starke,Indiana,41.27890281,-86.64686895,199,7
Aransas,Texas,28.10556197,-96.9995047,198,16
Gillespie,Texas,30.31824095,-98.94676915,198,6
Gloucester,Virginia,37.40809042,-76.53524337,198,2
Jackson,West Virginia,38.84263974,-81.68148753,198,19
Jayuya,Puerto Rico,18.211446,-66.58878,198,0
Montgomery,New York,42.90123494,-74.44011632,198,4
Terry,Texas,33.17402785,-102.3354521,198,3
Winneshiek,Iowa,43.29094334,-91.84422722,198,1
Brown,Ohio,38.93416837,-83.86788395,197,2
Greene,Virginia,38.29545894,-78.46525378,197,3
Huron,Michigan,43.83353985,-83.04078453,197,4
Perry,Indiana,38.07809328,-86.63741946,197,13
Treutlen,Georgia,32.40422134,-82.56904553,197,3
Conway,Arkansas,35.26205537,-92.70506566,196,3
Cottonwood,Minnesota,44.00715262,-95.18138802,196,0
Kendall,Texas,29.94414155,-98.7113588,196,4
Pitkin,Colorado,39.21720112,-106.9310027,196,2
Alleghany,North Carolina,36.49360862,-81.12857041,195,0
Christian,Illinois,39.54581621,-89.27780482,195,4
Roosevelt,New Mexico,34.02097406,-103.4799493,195,1
Rosebud,Montana,46.23397237,-106.729288,195,2
Shoshone,Idaho,47.35364087,-115.8916749,195,12
Towns,Georgia,34.91369188,-83.7410746,195,5
Benton,Mississippi,34.81681228,-89.18945516,194,1
Chemung,New York,42.13891056,-76.7638805,194,3
Franklin,Virginia,36.99536167,-79.88023649,194,1
Jasper,Georgia,33.31535543,-83.68844964,194,3
Lewis and Clark,Montana,47.12610041,-112.394698,194,2
Cleburne,Alabama,33.67679204,-85.52005899,193,4
Jackson,Iowa,42.17178824,-90.57354837,193,1
Lee,Texas,30.31120597,-96.97045773,193,13
Taylor,Kentucky,37.3677562,-85.3329931,193,4
Yankton,South Dakota,43.00924485,-97.39467635,193,3
Pulaski,Georgia,32.23334561,-83.4754996,192,7
Crawford,Ohio,40.85065156,-82.91989099,191,5
Isabela,Puerto Rico,18.44981,-67.005093,191,0
Lincoln,Georgia,33.79201475,-82.45024131,191,6
Morgan,Tennessee,36.13248031,-84.64880098,191,1
Nottoway,Virginia,37.1435975,-78.05065922,191,14
Ashe,North Carolina,36.43296207,-81.49862729,190,1
Carroll,Kentucky,38.66599534,-85.12601074,190,2
Benton,Iowa,42.08011739,-92.06463573,189,1
Brewster,Texas,29.81008251,-103.2520326,189,2
Delaware,Iowa,42.47104597,-91.3664492,189,3
Fentress,Tennessee,36.38128818,-84.92870012,189,0
Polk,Minnesota,47.77372465,-96.40134647,189,4
Tuolumne,California,38.02644018,-119.9525093,189,2
Aguas Buenas,Puerto Rico,18.251619,-66.126806,188,0
Camuy,Puerto Rico,18.418578,-66.860206,188,0
Cannon,Tennessee,35.80990797,-86.05738983,188,0
Cattaraugus,New York,42.24778241,-78.67923096,188,6
Juneau,Wisconsin,43.92456975,-90.11120239,188,1
Miami,Kansas,38.56383358,-94.83832189,188,0
Dade,Georgia,34.8549167,-85.50490424,187,3
Greenup,Kentucky,38.54332505,-82.9215658,187,2
Jackson,Kansas,39.41673394,-95.79356799,187,1
Pawnee,Kansas,38.18108732,-99.23692334,187,0
Somerset,Maryland,38.1163542,-75.75118623,187,3
Yabucoa,Puerto Rico,18.070399,-65.896289,187,0
Ciales,Puerto Rico,18.28885,-66.516475,186,0
Highland,Ohio,39.1839264,-83.60331456,186,3
San Augustine,Texas,31.39457611,-94.17000399,186,12
San German,Puerto Rico,18.111484,-67.038581,186,0
Whitley,Kentucky,36.75700531,-84.14541217,186,2
Becker,Minnesota,46.93479392,-95.67158144,185,2
Carbon,Wyoming,41.69357844,-106.9326084,185,0
Lafayette,Wisconsin,42.66005229,-90.1317729,185,0
Runnels,Texas,31.8314342,-99.97616148,185,3
Grayson,Virginia,36.65677234,-81.23215889,184,6
Kennebec,Maine,44.40759555,-69.76738544,184,11
Tazewell,Virginia,37.12191123,-81.56685568,184,1
Hatillo,Puerto Rico,18.410928,-66.796326,183,0
Marshall,Kentucky,36.8800707,-88.32803576,183,2
Powhatan,Virginia,37.55016038,-77.91267882,183,4
Stone,Arkansas,35.86251946,-92.15684085,183,2
Anasco,Puerto Rico,18.287985,-67.120611,182,0
Butler,Iowa,42.73172833,-92.79015971,182,2
Carlton,Minnesota,46.59180601,-92.67601019,182,1
Fayette,Ohio,39.56021306,-83.4562016,182,3
Gratiot,Michigan,43.29265605,-84.60505416,182,15
Itasca,Minnesota,47.51009045,-93.63092229,181,12
Livingston,New York,42.72596275,-77.77966158,181,8
Moniteau,Missouri,38.63571781,-92.57976951,181,2
O'Brien,Iowa,43.08310673,-95.62474482,181,7
Poweshiek,Iowa,41.68625425,-92.53155731,181,8
Wyandot,Ohio,40.84339621,-83.30734173,181,10
Jackson,Arkansas,35.59802983,-91.21494602,180,1
Phelps,Missouri,37.87736118,-91.79351727,180,0
Fulton,Ohio,41.60213491,-84.12571393,179,1
Livingston,Illinois,40.89188292,-88.55784752,179,4
Pipestone,Minnesota,44.02301619,-96.25841142,179,9
Lee,Virginia,36.70586667,-83.12606515,178,3
Leon,Texas,31.29872538,-95.9936328,178,4
Montgomery,Kentucky,38.03253032,-83.9145241,178,1
Adams,Indiana,40.7457653,-84.93671406,177,2
Grant,Arkansas,34.29017991,-92.42320562,177,1
Cayuga,New York,42.91261714,-76.55731592,176,2
Dimmit,Texas,28.42270064,-99.75645095,176,6
Loiza,Puerto Rico,18.425688,-65.89943,176,0
McDonough,Illinois,40.45674722,-90.67775541,176,15
Shelby,Illinois,39.39133527,-88.80611122,176,3
Tipton,Indiana,40.31123252,-86.05234925,176,19
Clayton,Iowa,42.84443388,-91.34133693,175,3
Tyler,Texas,30.77031716,-94.37690895,175,3
Wayne,Pennsylvania,41.64938475,-75.29956506,175,10
Douglas,Oregon,43.27941273,-123.167291,174,2
Klickitat,Washington,45.87325839,-120.7913598,174,3
Long,Georgia,31.75218791,-81.74952375,174,2
Russell,Virginia,36.9302832,-82.10095486,174,4
Labette,Kansas,37.19113093,-95.29849679,173,1
Trinity,Texas,31.0879489,-95.1367187,173,5
Allamakee,Iowa,43.28383218,-91.37860922,172,4
Campbell,Wyoming,44.24886082,-105.5474404,172,0
Inyo,California,36.51112084,-117.4111978,172,13
Perry,Pennsylvania,40.40206612,-77.26297447,172,5
Jo Daviess,Illinois,42.36542373,-90.21094405,171,2
Lawrence,South Dakota,44.35919441,-103.7929428,171,2
Marion,Kentucky,37.55218078,-85.26898542,171,2
Sullivan,Missouri,40.2099105,-93.11150106,171,0
Washington,Nebraska,41.52815707,-96.22019892,171,1
Buchanan,Iowa,42.4709188,-91.83510825,170,1
Clay,Arkansas,36.36826212,-90.4148172,170,5
Franklin,Mississippi,31.47786634,-90.89672989,170,3
Staunton,Virginia,38.15965544,-79.05979937,170,0
Washington,North Carolina,35.83810081,-76.57299037,170,4
Isanti,Minnesota,45.56181234,-93.29487636,169,0
Luquillo,Puerto Rico,18.342114,-65.725097,169,0
Oglala Lakota,South Dakota,43.33749164,-102.5555498,169,2
Reeves,Texas,31.32323325,-103.6903896,169,5
Juneau,Alaska,58.45031811,-134.200436,168,1
Russell,Kentucky,36.99308373,-85.06070117,168,5
Pike,Arkansas,34.16250414,-93.65789349,167,1
Polk,Wisconsin,45.46130348,-92.44182875,167,2
Twiggs,Georgia,32.67435595,-83.43078662,167,6
Bedford,Pennsylvania,40.00522157,-78.48998442,166,5
Guthrie,Iowa,41.68378965,-94.50111014,166,5
Lincoln,New Mexico,33.74526079,-105.4586166,166,2
Mountrail,North Dakota,48.20197971,-102.3555315,166,1
Heard,Georgia,33.29686567,-85.12886832,165,5
Jones,Iowa,42.12118609,-91.13139641,165,2
Marion,Georgia,32.3483402,-84.52733571,165,6
Comerio,Puerto Rico,18.224687,-66.221622,164,0
Crawford,Missouri,37.97663738,-91.30528104,164,1
Dunn,Wisconsin,44.94562799,-91.8962481,163,0
Humphreys,Tennessee,36.03958805,-87.77992872,163,3
Kewaunee,Wisconsin,44.51727459,-87.61468386,163,2
Spencer,Kentucky,38.03223971,-85.32749335,163,0
Ashland,Ohio,40.84772277,-82.27280781,162,3
Crockett,Texas,30.72367027,-101.4134238,162,5
